Start date,End date,Germany/Luxembourg [Eur/MWh],Forecasted prices [Eur/MWh]
02/07/2024 12:45,02/07/2024 13:00,48.4,50.8
02/07/2024 13:00,02/07/2024 13:15,72.4,65.9
02/07/2024 13:15,02/07/2024 13:30,71.1,77.5
02/07/2024 13:30,02/07/2024 13:45,68.5,68.5
02/07/2024 13:45,02/07/2024 14:00,54.0,54.5
02/07/2024 14:00,02/07/2024 14:15,52.4,56.1
02/07/2024 14:15,02/07/2024 14:30,63.3,64.6
02/07/2024 14:30,02/07/2024 14:45,71.4,77.1
02/07/2024 14:45,02/07/2024 15:00,82.5,87.5
02/07/2024 15:00,02/07/2024 15:15,64.9,61.0
02/07/2024 15:15,02/07/2024 15:30,63.6,71.2
02/07/2024 15:30,02/07/2024 15:45,71.1,69.7
02/07/2024 15:45,02/07/2024 16:00,82.1,73.1
02/07/2024 16:00,02/07/2024 16:15,64.9,59.7
02/07/2024 16:15,02/07/2024 16:30,78.9,84.4
02/07/2024 16:30,02/07/2024 16:45,88.9,75.6
02/07/2024 16:45,02/07/2024 17:00,88.1,101.3
02/07/2024 17:00,02/07/2024 17:15,69.0,62.8
02/07/2024 17:15,02/07/2024 17:30,74.1,63.0
02/07/2024 17:30,02/07/2024 17:45,87.6,76.2
02/07/2024 17:45,02/07/2024 18:00,132.1,150.6
02/07/2024 18:00,02/07/2024 18:15,85.5,84.6
02/07/2024 18:15,02/07/2024 18:30,92.6,84.3
02/07/2024 18:30,02/07/2024 18:45,102.6,112.8
02/07/2024 18:45,02/07/2024 19:00,107.6,120.5
02/07/2024 19:00,02/07/2024 19:15,142.5,125.4
02/07/2024 19:15,02/07/2024 19:30,128.7,114.5
02/07/2024 19:30,02/07/2024 19:45,112.6,114.8
02/07/2024 19:45,02/07/2024 20:00,112.6,111.4
02/07/2024 20:00,02/07/2024 20:15,142.5,156.7
02/07/2024 20:15,02/07/2024 20:30,128.3,136.0
02/07/2024 20:30,02/07/2024 20:45,100.0,86.0
02/07/2024 20:45,02/07/2024 21:00,85.1,82.5
02/07/2024 21:00,02/07/2024 21:15,144.9,144.9
02/07/2024 21:15,02/07/2024 21:30,104.8,109.0
02/07/2024 21:30,02/07/2024 21:45,85.1,90.2
02/07/2024 21:45,02/07/2024 22:00,72.6,63.9
02/07/2024 22:00,02/07/2024 22:15,113.1,96.1
02/07/2024 22:15,02/07/2024 22:30,94.7,101.3
02/07/2024 22:30,02/07/2024 22:45,75.1,69.8
02/07/2024 22:45,02/07/2024 23:00,66.0,56.8
02/07/2024 23:00,02/07/2024 23:15,96.9,98.8
02/07/2024 23:15,02/07/2024 23:30,67.6,73.7
02/07/2024 23:30,02/07/2024 23:45,62.6,55.1
02/07/2024 23:45,03/07/2024 00:00,87.4,88.3
03/07/2024 00:00,03/07/2024 00:15,94.9,94.0
03/07/2024 00:15,03/07/2024 00:30,92.4,86.9
03/07/2024 00:30,03/07/2024 00:45,58.4,58.9
03/07/2024 00:45,03/07/2024 01:00,50.1,47.6
03/07/2024 01:00,03/07/2024 01:15,89.9,101.6
03/07/2024 01:15,03/07/2024 01:30,87.4,89.1
03/07/2024 01:30,03/07/2024 01:45,54.6,47.5
03/07/2024 01:45,03/07/2024 02:00,50.1,42.6
03/07/2024 02:00,03/07/2024 02:15,84.9,90.8
03/07/2024 02:15,03/07/2024 02:30,82.4,75.0
03/07/2024 02:30,03/07/2024 02:45,50.1,47.1
03/07/2024 02:45,03/07/2024 03:00,63.3,63.9
03/07/2024 03:00,03/07/2024 03:15,42.1,44.2
03/07/2024 03:15,03/07/2024 03:30,47.6,51.9
03/07/2024 03:30,03/07/2024 03:45,92.4,97.0
03/07/2024 03:45,03/07/2024 04:00,109.9,98.9
03/07/2024 04:00,03/07/2024 04:15,50.0,53.5
03/07/2024 04:15,03/07/2024 04:30,60.0,68.4
03/07/2024 04:30,03/07/2024 04:45,75.1,67.6
03/07/2024 04:45,03/07/2024 05:00,137.0,120.5
03/07/2024 05:00,03/07/2024 05:15,85.1,87.6
03/07/2024 05:15,03/07/2024 05:30,108.9,101.2
03/07/2024 05:30,03/07/2024 05:45,95.1,107.5
03/07/2024 05:45,03/07/2024 06:00,115.1,124.3
03/07/2024 06:00,03/07/2024 06:15,127.5,137.7
03/07/2024 06:15,03/07/2024 06:30,102.9,99.8
03/07/2024 06:30,03/07/2024 06:45,115.0,113.9
03/07/2024 06:45,03/07/2024 07:00,120.0,122.4
03/07/2024 07:00,03/07/2024 07:15,149.9,143.9
03/07/2024 07:15,03/07/2024 07:30,105.1,115.6
03/07/2024 07:30,03/07/2024 07:45,111.5,125.9
03/07/2024 07:45,03/07/2024 08:00,80.1,82.5
03/07/2024 08:00,03/07/2024 08:15,112.6,114.8
03/07/2024 08:15,03/07/2024 08:30,97.6,90.7
03/07/2024 08:30,03/07/2024 08:45,82.6,76.8
03/07/2024 08:45,03/07/2024 09:00,95.7,103.3
03/07/2024 09:00,03/07/2024 09:15,92.6,88.9
03/07/2024 09:15,03/07/2024 09:30,80.1,68.9
03/07/2024 09:30,03/07/2024 09:45,96.3,107.8
03/07/2024 09:45,03/07/2024 10:00,67.6,75.0
03/07/2024 10:00,03/07/2024 10:15,105.0,97.6
03/07/2024 10:15,03/07/2024 10:30,72.6,81.3
03/07/2024 10:30,03/07/2024 10:45,70.1,70.1
03/07/2024 10:45,03/07/2024 11:00,65.1,55.3
03/07/2024 11:00,03/07/2024 11:15,77.6,81.5
03/07/2024 11:15,03/07/2024 11:30,70.1,78.5
03/07/2024 11:30,03/07/2024 11:45,65.1,71.0
03/07/2024 11:45,03/07/2024 12:00,86.8,85.1
03/07/2024 12:00,03/07/2024 12:15,94.9,104.4
03/07/2024 12:15,03/07/2024 12:30,62.7,72.2
03/07/2024 12:30,03/07/2024 12:45,55.1,56.2
03/07/2024 12:45,03/07/2024 13:00,55.1,51.2
03/07/2024 13:00,03/07/2024 13:15,52.6,45.8
03/07/2024 13:15,03/07/2024 13:30,78.4,82.4
03/07/2024 13:30,03/07/2024 13:45,62.6,62.6
03/07/2024 13:45,03/07/2024 14:00,72.6,74.0
03/07/2024 14:00,03/07/2024 14:15,54.8,58.7
03/07/2024 14:15,03/07/2024 14:30,55.1,47.9
03/07/2024 14:30,03/07/2024 14:45,65.1,58.6
03/07/2024 14:45,03/07/2024 15:00,107.4,120.3
03/07/2024 15:00,03/07/2024 15:15,84.9,77.3
03/07/2024 15:15,03/07/2024 15:30,68.7,67.3
03/07/2024 15:30,03/07/2024 15:45,75.1,75.8
03/07/2024 15:45,03/07/2024 16:00,90.1,100.0
03/07/2024 16:00,03/07/2024 16:15,87.4,85.7
03/07/2024 16:15,03/07/2024 16:30,92.9,90.1
03/07/2024 16:30,03/07/2024 16:45,85.1,74.0
03/07/2024 16:45,03/07/2024 17:00,102.6,118.0
03/07/2024 17:00,03/07/2024 17:15,72.6,77.7
03/07/2024 17:15,03/07/2024 17:30,90.1,89.2
03/07/2024 17:30,03/07/2024 17:45,131.7,129.1
03/07/2024 17:45,03/07/2024 18:00,149.9,143.9
03/07/2024 18:00,03/07/2024 18:15,134.9,141.7
03/07/2024 18:15,03/07/2024 18:30,144.9,144.9
03/07/2024 18:30,03/07/2024 18:45,141.0,153.7
03/07/2024 18:45,03/07/2024 19:00,130.1,130.1
03/07/2024 19:00,03/07/2024 19:15,182.5,186.1
03/07/2024 19:15,03/07/2024 19:30,164.9,169.9
03/07/2024 19:30,03/07/2024 19:45,164.9,150.1
03/07/2024 19:45,03/07/2024 20:00,136.3,141.8
03/07/2024 20:00,03/07/2024 20:15,154.9,145.6
03/07/2024 20:15,03/07/2024 20:30,147.4,134.1
03/07/2024 20:30,03/07/2024 20:45,131.1,142.9
03/07/2024 20:45,03/07/2024 21:00,92.6,80.6
03/07/2024 21:00,03/07/2024 21:15,150.0,130.5
03/07/2024 21:15,03/07/2024 21:30,97.6,100.5
03/07/2024 21:30,03/07/2024 21:45,80.1,79.3
03/07/2024 21:45,03/07/2024 22:00,70.1,68.7
03/07/2024 22:00,03/07/2024 22:15,100.1,108.1
03/07/2024 22:15,03/07/2024 22:30,80.1,68.9
03/07/2024 22:30,03/07/2024 22:45,62.6,70.7
03/07/2024 22:45,03/07/2024 23:00,64.5,65.8
03/07/2024 23:00,03/07/2024 23:15,99.9,91.9
03/07/2024 23:15,03/07/2024 23:30,79.3,80.9
03/07/2024 23:30,03/07/2024 23:45,40.1,44.5
03/07/2024 23:45,04/07/2024 00:00,35.1,38.6
04/07/2024 00:00,04/07/2024 00:15,89.9,84.5
04/07/2024 00:15,04/07/2024 00:30,60.4,54.3
04/07/2024 00:30,04/07/2024 00:45,36.9,31.8
04/07/2024 00:45,04/07/2024 01:00,15.1,16.0
04/07/2024 01:00,04/07/2024 01:15,79.9,91.9
04/07/2024 01:15,04/07/2024 01:30,35.1,39.3
04/07/2024 01:30,04/07/2024 01:45,27.0,25.6
04/07/2024 01:45,04/07/2024 02:00,49.9,45.4
04/07/2024 02:00,04/07/2024 02:15,44.3,46.5
04/07/2024 02:15,04/07/2024 02:30,44.4,49.7
04/07/2024 02:30,04/07/2024 02:45,44.4,44.4
04/07/2024 02:45,04/07/2024 03:00,29.9,31.4
04/07/2024 03:00,04/07/2024 03:15,15.1,14.3
04/07/2024 03:15,04/07/2024 03:30,20.1,17.5
04/07/2024 03:30,04/07/2024 03:45,54.4,48.9
04/07/2024 03:45,04/07/2024 04:00,59.9,53.9
04/07/2024 04:00,04/07/2024 04:15,15.0,16.4
04/07/2024 04:15,04/07/2024 04:30,25.1,25.3
04/07/2024 04:30,04/07/2024 04:45,64.9,55.2
04/07/2024 04:45,04/07/2024 05:00,66.4,69.7
04/07/2024 05:00,04/07/2024 05:15,40.1,39.7
04/07/2024 05:15,04/07/2024 05:30,47.7,45.8
04/07/2024 05:30,04/07/2024 05:45,74.9,72.7
04/07/2024 05:45,04/07/2024 06:00,74.9,67.4
04/07/2024 06:00,04/07/2024 06:15,104.9,100.7
04/07/2024 06:15,04/07/2024 06:30,79.9,79.9
04/07/2024 06:30,04/07/2024 06:45,45.1,41.9
04/07/2024 06:45,04/07/2024 07:00,36.8,31.7
04/07/2024 07:00,04/07/2024 07:15,104.9,93.4
04/07/2024 07:15,04/07/2024 07:30,57.2,58.9
04/07/2024 07:30,04/07/2024 07:45,25.1,28.6
04/07/2024 07:45,04/07/2024 08:00,39.9,40.7
04/07/2024 08:00,04/07/2024 08:15,89.9,89.9
04/07/2024 08:15,04/07/2024 08:30,30.1,32.2
04/07/2024 08:30,04/07/2024 08:45,5.1,4.9
04/07/2024 08:45,04/07/2024 09:00,14.9,16.3
04/07/2024 09:00,04/07/2024 09:15,57.7,60.0
04/07/2024 09:15,04/07/2024 09:30,49.9,43.9
04/07/2024 09:30,04/07/2024 09:45,-4.9,-4.3
04/07/2024 09:45,04/07/2024 10:00,-24.1,-22.9
04/07/2024 10:00,04/07/2024 10:15,54.9,47.2
04/07/2024 10:15,04/07/2024 10:30,11.3,10.4
04/07/2024 10:30,04/07/2024 10:45,-9.9,-10.6
04/07/2024 10:45,04/07/2024 11:00,-24.0,-27.4
04/07/2024 11:00,04/07/2024 11:15,38.9,39.7
04/07/2024 11:15,04/07/2024 11:30,0.1,0.1
04/07/2024 11:30,04/07/2024 11:45,-14.9,-17.0
04/07/2024 11:45,04/07/2024 12:00,-24.2,-23.4
04/07/2024 12:00,04/07/2024 12:15,29.9,33.8
04/07/2024 12:15,04/07/2024 12:30,2.6,2.5
04/07/2024 12:30,04/07/2024 12:45,-24.0,-21.1
04/07/2024 12:45,04/07/2024 13:00,-24.0,-21.4
04/07/2024 13:00,04/07/2024 13:15,-5.1,-4.5
04/07/2024 13:15,04/07/2024 13:30,-10.1,-10.1
04/07/2024 13:30,04/07/2024 13:45,-24.0,-20.9
04/07/2024 13:45,04/07/2024 14:00,-6.2,-6.0
04/07/2024 14:00,04/07/2024 14:15,-24.0,-21.6
04/07/2024 14:15,04/07/2024 14:30,-24.0,-21.6
04/07/2024 14:30,04/07/2024 14:45,-24.0,-23.5
04/07/2024 14:45,04/07/2024 15:00,27.0,31.0
04/07/2024 15:00,04/07/2024 15:15,-24.0,-21.9
04/07/2024 15:15,04/07/2024 15:30,-24.1,-21.6
04/07/2024 15:30,04/07/2024 15:45,-4.9,-4.9
04/07/2024 15:45,04/07/2024 16:00,35.4,31.8
04/07/2024 16:00,04/07/2024 16:15,-24.5,-24.5
04/07/2024 16:15,04/07/2024 16:30,-24.0,-23.8
04/07/2024 16:30,04/07/2024 16:45,15.1,13.4
04/07/2024 16:45,04/07/2024 17:00,55.1,53.4
04/07/2024 17:00,04/07/2024 17:15,-24.1,-26.5
04/07/2024 17:15,04/07/2024 17:30,0.1,0.0
04/07/2024 17:30,04/07/2024 17:45,40.1,41.3
04/07/2024 17:45,04/07/2024 18:00,104.7,104.7
04/07/2024 18:00,04/07/2024 18:15,29.9,34.1
04/07/2024 18:15,04/07/2024 18:30,52.5,51.9
04/07/2024 18:30,04/07/2024 18:45,70.4,60.5
04/07/2024 18:45,04/07/2024 19:00,114.9,97.7
04/07/2024 19:00,04/07/2024 19:15,90.0,99.9
04/07/2024 19:15,04/07/2024 19:30,104.9,95.5
04/07/2024 19:30,04/07/2024 19:45,80.1,91.3
04/07/2024 19:45,04/07/2024 20:00,86.7,95.4
04/07/2024 20:00,04/07/2024 20:15,110.0,116.6
04/07/2024 20:15,04/07/2024 20:30,109.9,125.3
04/07/2024 20:30,04/07/2024 20:45,84.1,74.0
04/07/2024 20:45,04/07/2024 21:00,94.9,85.4
04/07/2024 21:00,04/07/2024 21:15,120.0,116.4
04/07/2024 21:15,04/07/2024 21:30,99.9,98.9
04/07/2024 21:30,04/07/2024 21:45,78.2,88.4
04/07/2024 21:45,04/07/2024 22:00,45.1,40.6
04/07/2024 22:00,04/07/2024 22:15,104.9,98.6
04/07/2024 22:15,04/07/2024 22:30,89.9,78.2
04/07/2024 22:30,04/07/2024 22:45,67.3,68.0
04/07/2024 22:45,04/07/2024 23:00,25.1,27.3
04/07/2024 23:00,04/07/2024 23:15,68.7,77.6
04/07/2024 23:15,04/07/2024 23:30,49.1,51.6
04/07/2024 23:30,04/07/2024 23:45,38.6,36.7
04/07/2024 23:45,05/07/2024 00:00,25.8,28.1
05/07/2024 00:00,05/07/2024 00:15,54.9,61.0
05/07/2024 00:15,05/07/2024 00:30,40.2,36.6
05/07/2024 00:30,05/07/2024 00:45,31.6,36.3
05/07/2024 00:45,05/07/2024 01:00,22.8,20.5
05/07/2024 01:00,05/07/2024 01:15,42.5,40.0
05/07/2024 01:15,05/07/2024 01:30,29.8,29.2
05/07/2024 01:30,05/07/2024 01:45,27.1,31.2
05/07/2024 01:45,05/07/2024 02:00,20.6,21.2
05/07/2024 02:00,05/07/2024 02:15,43.2,48.4
05/07/2024 02:15,05/07/2024 02:30,27.1,27.9
05/07/2024 02:30,05/07/2024 02:45,24.7,24.9
05/07/2024 02:45,05/07/2024 03:00,20.6,18.1
05/07/2024 03:00,05/07/2024 03:15,26.2,24.1
05/07/2024 03:15,05/07/2024 03:30,15.1,14.8
05/07/2024 03:30,05/07/2024 03:45,28.4,25.0
05/07/2024 03:45,05/07/2024 04:00,40.9,45.4
05/07/2024 04:00,05/07/2024 04:15,15.0,13.8
05/07/2024 04:15,05/07/2024 04:30,20.1,20.9
05/07/2024 04:30,05/07/2024 04:45,43.3,39.4
05/07/2024 04:45,05/07/2024 05:00,61.2,58.8
05/07/2024 05:00,05/07/2024 05:15,40.1,43.3
05/07/2024 05:15,05/07/2024 05:30,59.3,62.8
05/07/2024 05:30,05/07/2024 05:45,61.2,61.2
05/07/2024 05:45,05/07/2024 06:00,59.0,56.6
05/07/2024 06:00,05/07/2024 06:15,119.9,110.3
05/07/2024 06:15,05/07/2024 06:30,71.0,63.2
05/07/2024 06:30,05/07/2024 06:45,49.1,46.2
05/07/2024 06:45,05/07/2024 07:00,25.5,25.5
05/07/2024 07:00,05/07/2024 07:15,125.2,115.2
05/07/2024 07:15,05/07/2024 07:30,66.8,76.8
05/07/2024 07:30,05/07/2024 07:45,39.9,34.7
05/07/2024 07:45,05/07/2024 08:00,-5.1,-5.8
05/07/2024 08:00,05/07/2024 08:15,103.6,111.9
05/07/2024 08:15,05/07/2024 08:30,54.1,54.1
05/07/2024 08:30,05/07/2024 08:45,10.0,10.2
05/07/2024 08:45,05/07/2024 09:00,-40.0,-34.8
05/07/2024 09:00,05/07/2024 09:15,61.8,59.9
05/07/2024 09:15,05/07/2024 09:30,9.4,8.8
05/07/2024 09:30,05/07/2024 09:45,4.9,4.2
05/07/2024 09:45,05/07/2024 10:00,-40.1,-44.1
05/07/2024 10:00,05/07/2024 10:15,10.1,10.8
05/07/2024 10:15,05/07/2024 10:30,23.2,21.1
05/07/2024 10:30,05/07/2024 10:45,-7.8,-7.2
05/07/2024 10:45,05/07/2024 11:00,-32.7,-37.3
05/07/2024 11:00,05/07/2024 11:15,-9.9,-8.9
05/07/2024 11:15,05/07/2024 11:30,5.9,5.9
05/07/2024 11:30,05/07/2024 11:45,-0.1,-0.1
05/07/2024 11:45,05/07/2024 12:00,-10.8,-11.8
05/07/2024 12:00,05/07/2024 12:15,4.3,4.5
05/07/2024 12:15,05/07/2024 12:30,-29.9,-28.7
05/07/2024 12:30,05/07/2024 12:45,4.9,5.6
05/07/2024 12:45,05/07/2024 13:00,-7.7,-7.1
05/07/2024 13:00,05/07/2024 13:15,-25.1,-27.9
05/07/2024 13:15,05/07/2024 13:30,-29.5,-33.4
05/07/2024 13:30,05/07/2024 13:45,4.9,5.4
05/07/2024 13:45,05/07/2024 14:00,13.1,14.8
05/07/2024 14:00,05/07/2024 14:15,-50.1,-47.6
05/07/2024 14:15,05/07/2024 14:30,-14.7,-14.7
05/07/2024 14:30,05/07/2024 14:45,12.1,13.7
05/07/2024 14:45,05/07/2024 15:00,35.1,35.1
05/07/2024 15:00,05/07/2024 15:15,-60.2,-55.4
05/07/2024 15:15,05/07/2024 15:30,-5.1,-5.9
05/07/2024 15:30,05/07/2024 15:45,19.4,17.3
05/07/2024 15:45,05/07/2024 16:00,55.1,50.1
05/07/2024 16:00,05/07/2024 16:15,-50.1,-52.6
05/07/2024 16:15,05/07/2024 16:30,12.6,14.1
05/07/2024 16:30,05/07/2024 16:45,48.6,41.8
05/07/2024 16:45,05/07/2024 17:00,85.2,77.5
05/07/2024 17:00,05/07/2024 17:15,-15.1,-16.1
05/07/2024 17:15,05/07/2024 17:30,45.0,46.8
05/07/2024 17:30,05/07/2024 17:45,86.4,85.5
05/07/2024 17:45,05/07/2024 18:00,120.0,124.7
05/07/2024 18:00,05/07/2024 18:15,44.9,49.8
05/07/2024 18:15,05/07/2024 18:30,90.7,85.2
05/07/2024 18:30,05/07/2024 18:45,124.9,126.1
05/07/2024 18:45,05/07/2024 19:00,120.0,127.2
05/07/2024 19:00,05/07/2024 19:15,142.0,129.2
05/07/2024 19:15,05/07/2024 19:30,125.0,107.5
05/07/2024 19:30,05/07/2024 19:45,134.9,152.5
05/07/2024 19:45,05/07/2024 20:00,125.0,136.2
05/07/2024 20:00,05/07/2024 20:15,154.9,133.2
05/07/2024 20:15,05/07/2024 20:30,150.5,162.5
05/07/2024 20:30,05/07/2024 20:45,130.0,145.6
05/07/2024 20:45,05/07/2024 21:00,119.9,111.5
05/07/2024 21:00,05/07/2024 21:15,160.5,163.7
05/07/2024 21:15,05/07/2024 21:30,129.9,144.2
05/07/2024 21:30,05/07/2024 21:45,88.8,93.2
05/07/2024 21:45,05/07/2024 22:00,80.1,84.9
05/07/2024 22:00,05/07/2024 22:15,129.5,139.9
05/07/2024 22:15,05/07/2024 22:30,91.3,92.2
05/07/2024 22:30,05/07/2024 22:45,83.2,76.5
05/07/2024 22:45,05/07/2024 23:00,70.5,64.2
05/07/2024 23:00,05/07/2024 23:15,97.1,111.7
05/07/2024 23:15,05/07/2024 23:30,70.5,71.9
05/07/2024 23:30,05/07/2024 23:45,62.7,66.5
05/07/2024 23:45,06/07/2024 00:00,53.1,46.2
06/07/2024 00:00,06/07/2024 00:15,74.7,79.2
06/07/2024 00:15,06/07/2024 00:30,65.4,61.5
06/07/2024 00:30,06/07/2024 00:45,58.4,54.3
06/07/2024 00:45,06/07/2024 01:00,39.4,34.6
06/07/2024 01:00,06/07/2024 01:15,61.1,68.4
06/07/2024 01:15,06/07/2024 01:30,51.5,51.5
06/07/2024 01:30,06/07/2024 01:45,50.0,52.0
06/07/2024 01:45,06/07/2024 02:00,47.6,44.3
06/07/2024 02:00,06/07/2024 02:15,60.4,62.8
06/07/2024 02:15,06/07/2024 02:30,50.2,56.7
06/07/2024 02:30,06/07/2024 02:45,45.1,50.1
06/07/2024 02:45,06/07/2024 03:00,38.1,36.2
06/07/2024 03:00,06/07/2024 03:15,55.2,46.9
06/07/2024 03:15,06/07/2024 03:30,47.9,49.3
06/07/2024 03:30,06/07/2024 03:45,44.7,44.7
06/07/2024 03:45,06/07/2024 04:00,43.4,48.6
06/07/2024 04:00,06/07/2024 04:15,45.0,41.4
06/07/2024 04:15,06/07/2024 04:30,32.9,28.6
06/07/2024 04:30,06/07/2024 04:45,42.9,49.3
06/07/2024 04:45,06/07/2024 05:00,43.3,47.6
06/07/2024 05:00,06/07/2024 05:15,45.1,50.1
06/07/2024 05:15,06/07/2024 05:30,35.1,32.3
06/07/2024 05:30,06/07/2024 05:45,6.9,6.8
06/07/2024 05:45,06/07/2024 06:00,-2.4,-2.6
06/07/2024 06:00,06/07/2024 06:15,67.9,57.7
06/07/2024 06:15,06/07/2024 06:30,40.1,42.9
06/07/2024 06:30,06/07/2024 06:45,-0.1,-0.1
06/07/2024 06:45,06/07/2024 07:00,-42.0,-41.6
06/07/2024 07:00,06/07/2024 07:15,93.4,80.3
06/07/2024 07:15,06/07/2024 07:30,22.1,19.5
06/07/2024 07:30,06/07/2024 07:45,-5.1,-5.5
06/07/2024 07:45,06/07/2024 08:00,-74.9,-79.4
06/07/2024 08:00,06/07/2024 08:15,55.9,55.9
06/07/2024 08:15,06/07/2024 08:30,18.9,16.6
06/07/2024 08:30,06/07/2024 08:45,-15.1,-14.8
06/07/2024 08:45,06/07/2024 09:00,-50.1,-43.1
06/07/2024 09:00,06/07/2024 09:15,55.3,49.8
06/07/2024 09:15,06/07/2024 09:30,14.9,16.4
06/07/2024 09:30,06/07/2024 09:45,-15.1,-17.0
06/07/2024 09:45,06/07/2024 10:00,-60.1,-62.5
06/07/2024 10:00,06/07/2024 10:15,23.8,22.1
06/07/2024 10:15,06/07/2024 10:30,-0.1,-0.1
06/07/2024 10:30,06/07/2024 10:45,-25.1,-23.8
06/07/2024 10:45,06/07/2024 11:00,-48.6,-50.5
06/07/2024 11:00,06/07/2024 11:15,-50.0,-44.5
06/07/2024 11:15,06/07/2024 11:30,-55.0,-48.9
06/07/2024 11:30,06/07/2024 11:45,-66.6,-71.9
06/07/2024 11:45,06/07/2024 12:00,-45.0,-45.4
06/07/2024 12:00,06/07/2024 12:15,-85.0,-81.6
06/07/2024 12:15,06/07/2024 12:30,-70.0,-62.3
06/07/2024 12:30,06/07/2024 12:45,-50.0,-46.0
06/07/2024 12:45,06/07/2024 13:00,-35.1,-38.9
06/07/2024 13:00,06/07/2024 13:15,-72.5,-75.4
06/07/2024 13:15,06/07/2024 13:30,-62.0,-68.1
06/07/2024 13:30,06/07/2024 13:45,-38.5,-41.2
06/07/2024 13:45,06/07/2024 14:00,-22.6,-22.6
06/07/2024 14:00,06/07/2024 14:15,-70.4,-72.5
06/07/2024 14:15,06/07/2024 14:30,-45.1,-47.3
06/07/2024 14:30,06/07/2024 14:45,-20.1,-22.3
06/07/2024 14:45,06/07/2024 15:00,0.0,0.0
06/07/2024 15:00,06/07/2024 15:15,-56.7,-58.4
06/07/2024 15:15,06/07/2024 15:30,-30.1,-27.4
06/07/2024 15:30,06/07/2024 15:45,-10.1,-9.0
06/07/2024 15:45,06/07/2024 16:00,21.3,19.2
06/07/2024 16:00,06/07/2024 16:15,-73.0,-67.1
06/07/2024 16:15,06/07/2024 16:30,-10.1,-10.4
06/07/2024 16:30,06/07/2024 16:45,9.9,11.0
06/07/2024 16:45,06/07/2024 17:00,40.0,45.1
06/07/2024 17:00,06/07/2024 17:15,-47.7,-48.2
06/07/2024 17:15,06/07/2024 17:30,-0.1,-0.1
06/07/2024 17:30,06/07/2024 17:45,27.4,28.2
06/07/2024 17:45,06/07/2024 18:00,40.6,41.0
06/07/2024 18:00,06/07/2024 18:15,-16.7,-15.4
06/07/2024 18:15,06/07/2024 18:30,0.0,0.0
06/07/2024 18:30,06/07/2024 18:45,29.5,33.9
06/07/2024 18:45,06/07/2024 19:00,61.4,57.7
06/07/2024 19:00,06/07/2024 19:15,29.9,31.4
06/07/2024 19:15,06/07/2024 19:30,20.1,19.5
06/07/2024 19:30,06/07/2024 19:45,20.1,20.1
06/07/2024 19:45,06/07/2024 20:00,30.1,31.9
06/07/2024 20:00,06/07/2024 20:15,49.9,45.9
06/07/2024 20:15,06/07/2024 20:30,25.2,26.7
06/07/2024 20:30,06/07/2024 20:45,20.1,18.7
06/07/2024 20:45,06/07/2024 21:00,20.1,20.9
06/07/2024 21:00,06/07/2024 21:15,60.0,66.6
06/07/2024 21:15,06/07/2024 21:30,33.3,37.0
06/07/2024 21:30,06/07/2024 21:45,15.1,13.4
06/07/2024 21:45,06/07/2024 22:00,10.1,9.4
06/07/2024 22:00,06/07/2024 22:15,58.9,56.5
06/07/2024 22:15,06/07/2024 22:30,41.3,40.4
06/07/2024 22:30,06/07/2024 22:45,10.1,8.7
06/07/2024 22:45,06/07/2024 23:00,0.1,0.1
06/07/2024 23:00,06/07/2024 23:15,50.9,50.9
06/07/2024 23:15,06/07/2024 23:30,23.2,25.5
06/07/2024 23:30,06/07/2024 23:45,-9.9,-8.4
06/07/2024 23:45,07/07/2024 00:00,-14.9,-15.5
07/07/2024 00:00,07/07/2024 00:15,44.9,49.0
07/07/2024 00:15,07/07/2024 00:30,9.6,8.9
07/07/2024 00:30,07/07/2024 00:45,0.3,0.4
07/07/2024 00:45,07/07/2024 01:00,-14.9,-14.0
07/07/2024 01:00,07/07/2024 01:15,34.9,31.4
07/07/2024 01:15,07/07/2024 01:30,-4.9,-4.9
07/07/2024 01:30,07/07/2024 01:45,-9.9,-10.6
07/07/2024 01:45,07/07/2024 02:00,8.6,9.5
07/07/2024 02:00,07/07/2024 02:15,28.4,29.5
07/07/2024 02:15,07/07/2024 02:30,-9.9,-9.0
07/07/2024 02:30,07/07/2024 02:45,-9.3,-8.7
07/07/2024 02:45,07/07/2024 03:00,12.2,10.8
07/07/2024 03:00,07/07/2024 03:15,21.9,21.5
07/07/2024 03:15,07/07/2024 03:30,13.4,14.9
07/07/2024 03:30,07/07/2024 03:45,-4.9,-5.5
07/07/2024 03:45,07/07/2024 04:00,0.1,0.1
07/07/2024 04:00,07/07/2024 04:15,16.4,15.9
07/07/2024 04:15,07/07/2024 04:30,18.3,18.5
07/07/2024 04:30,07/07/2024 04:45,21.6,20.5
07/07/2024 04:45,07/07/2024 05:00,-24.9,-21.4
07/07/2024 05:00,07/07/2024 05:15,36.6,31.8
07/07/2024 05:15,07/07/2024 05:30,32.1,33.4
07/07/2024 05:30,07/07/2024 05:45,1.1,1.3
07/07/2024 05:45,07/07/2024 06:00,-39.9,-35.1
07/07/2024 06:00,07/07/2024 06:15,45.9,45.4
07/07/2024 06:15,07/07/2024 06:30,29.8,30.4
07/07/2024 06:30,07/07/2024 06:45,-12.0,-10.5
07/07/2024 06:45,07/07/2024 07:00,-44.9,-44.5
07/07/2024 07:00,07/07/2024 07:15,53.5,53.5
07/07/2024 07:15,07/07/2024 07:30,21.9,20.8
